Type,Questions,Answer,Code,Dataset_Name,Date_Generated
General Question,"What is the minimum IMDB_SCORE, where GROSS is 'High' and CONTENT is 'G'?",1.61,"temp <- df[df$Gross == 'High' & df$content == 'G', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where COUNTRY is 'Russia' and CONTENT is not 'PG'?",6.29,"temp <- df[df$country == 'Russia' & df$content != 'PG', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where COUNTRY is not 'India'?",6.53,"temp <- df[df$country != 'India', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where BUDGET is not 'Medium'?",1.07,"temp <- df[df$Budget != 'Medium', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where COUNTRY is 'Norway'?",7.79,"temp <- df[df$country == 'Norway', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where GROSS is not 'Medium' and COUNTRY is 'Romania'?",Empty result,"temp <- df[df$Gross != 'Medium' & df$country == 'Romania', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where COUNTRY is not 'France'?",1.07,"temp <- df[df$country != 'France', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where COUNTRY is not 'Slovakia'?",10.22,"temp <- df[df$country != 'Slovakia', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where CONTENT is not 'PG-13'?",6.65,"temp <- df[df$content != 'PG-13', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where GROSS is 'Low' and BUDGET is 'High'?",5.66,"temp <- df[df$Gross == 'Low' & df$Budget == 'High', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where GROSS is 'High' and COUNTRY is 'Romania'?",Empty result,"temp <- df[df$Gross == 'High' & df$country == 'Romania', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where COUNTRY is 'Israel'?",8.62,"temp <- df[df$country == 'Israel', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where COUNTRY is 'Ireland'?",5.89,"temp <- df[df$country == 'Ireland', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where CONTENT is 'G' and COUNTRY is 'Netherlands'?",Empty result,"temp <- df[df$content == 'G' & df$country == 'Netherlands', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where COUNTRY is 'Belgium'?",4.55,"temp <- df[df$country == 'Belgium', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where GENRE is not 'Family'?",10.22,"temp <- df[df$genre != 'Family', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where COUNTRY is 'Japan'?",3.86,"temp <- df[df$country == 'Japan', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where GROSS is not 'Low'?",10.22,"temp <- df[df$Gross != 'Low', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where GENRE is not 'Comedy'?",1.07,"temp <- df[df$genre != 'Comedy', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where CONTENT is 'G' and BUDGET is 'Low'?",7.79,"temp <- df[df$content == 'G' & df$Budget == 'Low', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where CONTENT is 'G'?",6.55,"temp <- df[df$content == 'G', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where COUNTRY is 'Canada'?",6.41,"temp <- df[df$country == 'Canada', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where COUNTRY is 'Mexico'?",7.4,"temp <- df[df$country == 'Mexico', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where GROSS is not 'Medium' and COUNTRY is 'Panama'?",7.27,"temp <- df[df$Gross != 'Medium' & df$country == 'Panama', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where GROSS is 'High' and COUNTRY is not 'South Africa'?",1.61,"temp <- df[df$Gross == 'High' & df$country != 'South Africa', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where GENRE is 'Family'?",8.39,"temp <- df[df$genre == 'Family', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where GENRE is not 'Action' and GROSS is 'High'?",6.5,"temp <- df[df$genre != 'Action' & df$Gross == 'High', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where GENRE is not 'Action'?",10.22,"temp <- df[df$genre != 'Action', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where COUNTRY is 'Libya' and CONTENT is 'PG-13'?",Empty result,"temp <- df[df$country == 'Libya' & df$content == 'PG-13', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where COUNTRY is not 'Soviet Union'?",1.07,"temp <- df[df$country != 'Soviet Union', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where BUDGET is 'Medium' and COUNTRY is not 'Russia'?",6.44,"temp <- df[df$Budget == 'Medium' & df$country != 'Russia', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where GROSS is not 'High'?",1.07,"temp <- df[df$Gross != 'High', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where COUNTRY is not 'Soviet Union' and BUDGET is not 'Low'?",1.07,"temp <- df[df$country != 'Soviet Union' & df$Budget != 'Low', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where BUDGET is not 'Medium' and COUNTRY is 'Chile'?",Empty result,"temp <- df[df$Budget != 'Medium' & df$country == 'Chile', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where GENRE is 'Drama'?",8.75,"temp <- df[df$genre == 'Drama', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where BUDGET is not 'Low' and CONTENT is 'G'?",8.65,"temp <- df[df$Budget != 'Low' & df$content == 'G', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where CONTENT is 'PG' and COUNTRY is not 'South Africa'?",9.66,"temp <- df[df$content == 'PG' & df$country != 'South Africa', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where COUNTRY is 'West Germany'?",7.96,"temp <- df[df$country == 'West Germany', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where BUDGET is 'Medium' and GENRE is 'Family'?",Empty result,"temp <- df[df$Budget == 'Medium' & df$genre == 'Family', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where GENRE is not 'Drama' and BUDGET is 'Low'?",10.22,"temp <- df[df$genre != 'Drama' & df$Budget == 'Low', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where BUDGET is not 'High'?",1.61,"temp <- df[df$Budget != 'High', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where GROSS is 'High' and BUDGET is not 'High'?",1.61,"temp <- df[df$Gross == 'High' & df$Budget != 'High', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where COUNTRY is 'Colombia'?",8.12,"temp <- df[df$country == 'Colombia', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where GENRE is not 'Comedy' and BUDGET is not 'Low'?",9.42,"temp <- df[df$genre != 'Comedy' & df$Budget != 'Low', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where CONTENT is 'R' and COUNTRY is 'Libya'?",Empty result,"temp <- df[df$content == 'R' & df$country == 'Libya', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where BUDGET is not 'Low' and CONTENT is not 'R'?",6.16,"temp <- df[df$Budget != 'Low' & df$content != 'R', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where GENRE is 'Family' and GROSS is not 'Medium'?",1.07,"temp <- df[df$genre == 'Family' & df$Gross != 'Medium', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where GENRE is 'Action'?",6.5,"temp <- df[df$genre == 'Action', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where COUNTRY is 'Libya'?",8.52,"temp <- df[df$country == 'Libya', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where BUDGET is 'Low' and COUNTRY is not 'Aruba'?",1.92,"temp <- df[df$Budget == 'Low' & df$country != 'Aruba', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where GENRE is not 'Drama' and CONTENT is 'R'?",6.88,"temp <- df[df$genre != 'Drama' & df$content == 'R', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where COUNTRY is 'Bulgaria'?",6.77,"temp <- df[df$country == 'Bulgaria', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where GENRE is not 'Comedy'?",6.57,"temp <- df[df$genre != 'Comedy', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where COUNTRY is not 'Australia'?",10.22,"temp <- df[df$country != 'Australia', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where COUNTRY is not 'Hungary'?",10.22,"temp <- df[df$country != 'Hungary', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where COUNTRY is 'Taiwan'?",8.0,"temp <- df[df$country == 'Taiwan', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where COUNTRY is 'Russia'?",5.22,"temp <- df[df$country == 'Russia', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where COUNTRY is not 'Poland'?",6.53,"temp <- df[df$country != 'Poland', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where GENRE is not 'Comedy' and CONTENT is 'R'?",10.22,"temp <- df[df$genre != 'Comedy' & df$content == 'R', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where COUNTRY is not 'Germany'?",10.22,"temp <- df[df$country != 'Germany', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the maximum IMDB_SCORE, where GENRE is 'Sci-Fi' and GROSS is not 'Low'?",8.99,"temp <- df[df$genre == 'Sci-Fi' & df$Gross != 'Low', ]; round(max(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the mean IMDB_SCORE, where CONTENT is not 'G' and BUDGET is 'Low'?",7.07,"temp <- df[df$content != 'G' & df$Budget == 'Low', ]; round(mean(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
General Question,"What is the minimum IMDB_SCORE, where CONTENT is not 'R'?",1.07,"temp <- df[df$content != 'R', ]; round(min(temp$imdb_score), 2);",MOVIE DATASET,2024-04-07
Bayesian Question,"Compute the odds of the IMDB_SCORE being less than 6, where  GROSS is not 'Medium'?",0.26,"# belief : imdb_score < 6; # observation : Gross != 'Medium';Prior<-nrow(df[df$imdb_score < 6, ])/nrow(df); cat('Prior is equal to:', Prior);PriorOdds<-round(Prior/(1-Prior), 2); cat('Prior Odds are equal to:', PriorOdds);TruePositive<-round(nrow(df[df$Gross != 'Medium' & df$imdb_score < 6, ])/nrow(df[df$imdb_score < 6, ]), 2); cat('TruePositive is equal to:', TruePositive);FalsePositive<-round(nrow(df[df$Gross != 'Medium' & df$imdb_score >= 6, ])/nrow(df[df$imdb_score >= 6, ]), 2); cat('FalsePositive is equal to:', FalsePositive);LikelihoodRatio<-round(TruePositive/FalsePositive,2); cat('LikelihoodRatio is equal to:', LikelihoodRatio);PosteriorOdds <-LikelihoodRatio * PriorOdds; cat('Posterior Odds are equal to:', PosteriorOdds);Posterior <- round(PosteriorOdds/(1+PosteriorOdds), 2); cat('Posterior is equal to:', Posterior); ",MOVIE DATASET,2024-04-07
Bayesian Question,"Find the odds of the IMDB_SCORE being greater than or equal to 6, provided GENRE is 'Comedy' and GROSS is 'High'?",0.8,"# belief : imdb_score >= 6; # observation : genre == 'Comedy' , Gross == 'High';Prior<-nrow(df[df$imdb_score >= 6, ])/nrow(df); cat('Prior is equal to:', Prior);PriorOdds<-round(Prior/(1-Prior), 2); cat('Prior Odds are equal to:', PriorOdds);TruePositive<-round(nrow(df[df$genre == 'Comedy' & df$imdb_score >= 6 & df$Gross == 'High', ])/nrow(df[df$imdb_score >= 6, ]), 2); cat('TruePositive is equal to:', TruePositive);FalsePositive<-round(nrow(df[df$genre == 'Comedy' & df$imdb_score < 6  & df$Gross == 'High', ])/nrow(df[df$imdb_score < 6, ]), 2); cat('FalsePositive is equal to:', FalsePositive);LikelihoodRatio<-round(TruePositive/FalsePositive,2); cat('LikelihoodRatio is equal to:', LikelihoodRatio);PosteriorOdds <-LikelihoodRatio * PriorOdds; cat('Posterior Odds are equal to:', PosteriorOdds);Posterior <- round(PosteriorOdds/(1+PosteriorOdds), 2); cat('Posterior is equal to:', Posterior);",MOVIE DATASET,2024-04-07
Bayesian Question,"Find the odds of BUDGET being  'Medium', where the IMDB_SCORE is greater than 7?",0.58,"# belief : Budget != 'Medium'; # observation : imdb_score > 7;Prior<-nrow(df[df$Budget != 'Medium', ])/nrow(df); cat('Prior is equal to:', Prior);PriorOdds<-round(Prior/(1-Prior), 2); cat('Prior Odds are equal to:', PriorOdds);TruePositive<-round(nrow(df[df$imdb_score > 7 & df$Budget != 'Medium', ])/nrow(df[df$Budget != 'Medium', ]), 2); cat('TruePositive is equal to:', TruePositive);FalsePositive<-round(nrow(df[df$imdb_score > 7 & df$Budget == 'Medium', ])/nrow(df[df$Budget == 'Medium', ]), 2); cat('FalsePositive is equal to:', FalsePositive);LikelihoodRatio<-round(TruePositive/FalsePositive,2); cat('LikelihoodRatio is equal to:', LikelihoodRatio);PosteriorOdds <-LikelihoodRatio * PriorOdds; cat('Posterior Odds are equal to:', PosteriorOdds);Posterior <- round(PosteriorOdds/(1+PosteriorOdds), 2); cat('Posterior is equal to:', Posterior); ",MOVIE DATASET,2024-04-07
Bayesian Question,"Compute the odds of GENRE being  'Drama', where  CONTENT is 'PG-13'?",0.83,"# belief : genre != 'Drama'; # observation : content == 'PG-13';Prior<-nrow(df[df$genre != 'Drama', ])/nrow(df); cat('Prior is equal to:', Prior);PriorOdds<-round(Prior/(1-Prior), 2); cat('Prior Odds are equal to:', PriorOdds);TruePositive<-round(nrow(df[df$content == 'PG-13' & df$genre != 'Drama', ])/nrow(df[df$genre != 'Drama', ]), 2); cat('TruePositive is equal to:', TruePositive);FalsePositive<-round(nrow(df[df$content == 'PG-13' & df$genre == 'Drama', ])/nrow(df[df$genre == 'Drama', ]), 2); cat('FalsePositive is equal to:', FalsePositive);LikelihoodRatio<-round(TruePositive/FalsePositive,2); cat('LikelihoodRatio is equal to:', LikelihoodRatio);PosteriorOdds <-LikelihoodRatio * PriorOdds; cat('Posterior Odds are equal to:', PosteriorOdds);Posterior <- round(PosteriorOdds/(1+PosteriorOdds), 2); cat('Posterior is equal to:', Posterior); ",MOVIE DATASET,2024-04-07
Bayesian Question,"Find the odds of GENRE being  'History', provided the IMDB_SCORE is greater than or equal to 6?",0.25,"# belief : genre == 'History'; # observation : imdb_score >= 6;Prior<-nrow(df[df$genre == 'History', ])/nrow(df); cat('Prior is equal to:', Prior);PriorOdds<-round(Prior/(1-Prior), 2); cat('Prior Odds are equal to:', PriorOdds);TruePositive<-round(nrow(df[df$imdb_score >= 6 & df$genre == 'History', ])/nrow(df[df$genre == 'History', ]), 2); cat('TruePositive is equal to:', TruePositive);FalsePositive<-round(nrow(df[df$imdb_score >= 6 & df$genre != 'History', ])/nrow(df[df$genre != 'History', ]), 2); cat('FalsePositive is equal to:', FalsePositive);LikelihoodRatio<-round(TruePositive/FalsePositive,2); cat('LikelihoodRatio is equal to:', LikelihoodRatio);PosteriorOdds <-LikelihoodRatio * PriorOdds; cat('Posterior Odds are equal to:', PosteriorOdds);Posterior <- round(PosteriorOdds/(1+PosteriorOdds), 2); cat('Posterior is equal to:', Posterior); ",MOVIE DATASET,2024-04-07
Bayesian Question,"Given that GROSS is not 'Medium', what are the odds that the IMDB_SCORE is greater than or equal to 7?",0.4,"# belief : imdb_score >= 7; # observation : Gross != 'Medium';Prior<-nrow(df[df$imdb_score >= 7, ])/nrow(df); cat('Prior is equal to:', Prior);PriorOdds<-round(Prior/(1-Prior), 2); cat('Prior Odds are equal to:', PriorOdds);TruePositive<-round(nrow(df[df$Gross != 'Medium' & df$imdb_score >= 7, ])/nrow(df[df$imdb_score >= 7, ]), 2); cat('TruePositive is equal to:', TruePositive);FalsePositive<-round(nrow(df[df$Gross != 'Medium' & df$imdb_score < 7, ])/nrow(df[df$imdb_score < 7, ]), 2); cat('FalsePositive is equal to:', FalsePositive);LikelihoodRatio<-round(TruePositive/FalsePositive,2); cat('LikelihoodRatio is equal to:', LikelihoodRatio);PosteriorOdds <-LikelihoodRatio * PriorOdds; cat('Posterior Odds are equal to:', PosteriorOdds);Posterior <- round(PosteriorOdds/(1+PosteriorOdds), 2); cat('Posterior is equal to:', Posterior); ",MOVIE DATASET,2024-04-07
Bayesian Question,"Assuming GROSS is not 'Medium' and GENRE is not 'Sci-Fi', compute the odds that BUDGET is  'High'?",0.71,"# belief : Budget != 'High'; # observation : Gross != 'Medium' , genre != 'Sci-Fi';Prior<-nrow(df[df$Budget != 'High', ])/nrow(df); cat('Prior is equal to:', Prior);PriorOdds<-round(Prior/(1-Prior), 2); cat('Prior Odds are equal to:', PriorOdds);TruePositive<-round(nrow(df[df$Gross != 'Medium' & df$Budget != 'High' & df$genre != 'Sci-Fi', ])/nrow(df[df$Budget != 'High', ]), 2); cat('TruePositive is equal to:', TruePositive);FalsePositive<-round(nrow(df[df$Gross != 'Medium' & df$Budget == 'High'  & df$genre != 'Sci-Fi', ])/nrow(df[df$Budget == 'High', ]), 2); cat('FalsePositive is equal to:', FalsePositive);LikelihoodRatio<-round(TruePositive/FalsePositive,2); cat('LikelihoodRatio is equal to:', LikelihoodRatio);PosteriorOdds <-LikelihoodRatio * PriorOdds; cat('Posterior Odds are equal to:', PosteriorOdds);Posterior <- round(PosteriorOdds/(1+PosteriorOdds), 2); cat('Posterior is equal to:', Posterior);",MOVIE DATASET,2024-04-07
